ORDER,UserLanguage,Consent1,Consent2,Consent3,Consent4,Consent5,T_Consent_First Click,T_Consent_Last Click,T_Consent_Page Submit,T_Consent_Click Count,Prolific_ID,T_Prolific_ID_First Click,T_Prolific_ID_Last Click,T_Prolific_ID_Page Submit,T_Prolific_ID_Click Count,T_Gen_Ins_First Click,T_Gen_Ins_Last Click,T_Gen_Ins_Page Submit,T_Gen_Ins_Click Count,Age,Gender,Nationality,Nationality_3_TEXT,English,English_2_TEXT,City,Profession,Football_1,T_Dem_First Click,T_Dem_Last Click,T_Dem_Page Submit,T_Dem_Click Count,GENERATION_FACTOR,GENERATION_NUMERIC,CHAIN,CHAIN_NUM,CONDITION,INDIVIDUAL,T_READING,T_RECALL,RECALL,PRE_RECALL,RECALL_QUALITATIVE
2,EN-GB,YES,YES,YES,YES,YES,7.939,32.384,33.961,14,5b859857e23410000171891b,0.901,2.454,6.771,4,20.818,21.432,23.122,2,35,Female,UK,,Yes,,St Albans,Pet sitter ,3,1.446,54.25,56.505,15,F1,1,CH18,18,D,JAMES,34.758,109.854,7,5,James is an average player. People don�t take much notice of James. He is modest. He gets invited to parties because his close friends like him. He only got 2 votes in the team captain elections 
2,EN-GB,YES,YES,YES,YES,YES,116.796,125.711,127.014,5,5d53bd52b45aff000198103c,8.042,8.042,9.263,1,0,0,7.483,0,29,Female,UK,,Yes,,London,Research Management ,5,1.523,28.358,29.699,10,F2,2,CH18,18,D,JAMES,6.605,111.789,4,3,James is a mediocre player but has a few friends. He received a few votes to be captain and gets invited out by a couple of close friends. 
2,EN-GB,YES,YES,YES,YES,YES,10.456,17.435,18.48,5,5b033278c09d0b00018103d9,2.71,3.052,4.995,2,0,0,8.625,0,28,Female,UK,,Yes,,Manchester,Sales Manager,2,1.389,19.535,20.487,12,F3,3,CH18,18,D,JAMES,8.704,62.275,4,3,James is a mediocre player but did receive a few votes for captain. He has a few friends and is sometimes invited out by them.
2,EN-GB,YES,YES,YES,YES,YES,19.885,35.695,37.647,8,5999a4c87a4189000118cecd,2.526,5.747,6.624,2,6.97,6.97,8.072,1,46,Male,UK,,Yes,,LONDON,IT,3,2.151,27.277,28.362,13,F4,4,CH18,18,D,JAMES,6.648,60.95,3,1,"mediocre footballer, few parties, few votes."
3,EN-GB,YES,YES,YES,YES,YES,7.939,32.384,33.961,14,5b859857e23410000171891b,0.901,2.454,6.771,4,20.818,21.432,23.122,2,35,Female,UK,,Yes,,St Albans,Pet sitter ,3,1.446,54.25,56.505,15,F1,1,CH18,18,D,JOHN,39.353,85.735,7,5,John is a skilled player and is liked by his teammates. He is modest about his footballing skills. He was unanimously voted in as team captain. He is invited to many parties because everyone likes him
3,EN-GB,YES,YES,YES,YES,YES,116.796,125.711,127.014,5,5d53bd52b45aff000198103c,8.042,8.042,9.263,1,0,0,7.483,0,29,Female,UK,,Yes,,London,Research Management ,5,1.523,28.358,29.699,10,F2,2,CH18,18,D,JOHN,4.285,63.64,6,4,John is a very skilled player and is liked by everyone. He was unanimously voted to be captain and always gets invited out to parties. 
3,EN-GB,YES,YES,YES,YES,YES,10.456,17.435,18.48,5,5b033278c09d0b00018103d9,2.71,3.052,4.995,2,0,0,8.625,0,28,Female,UK,,Yes,,Manchester,Sales Manager,2,1.389,19.535,20.487,12,F3,3,CH18,18,D,JOHN,14.386,62.749,5,3,John is liked by everyone and was voted to be captain by lots of people. He has many friends and is invited to lots of parties.
3,EN-GB,YES,YES,YES,YES,YES,19.885,35.695,37.647,8,5999a4c87a4189000118cecd,2.526,5.747,6.624,2,6.97,6.97,8.072,1,46,Male,UK,,Yes,,LONDON,IT,3,2.151,27.277,28.362,13,F4,4,CH18,18,D,JOHN,4.853,64.528,2,1,"popular, many parties.  cant remember if he got many votes."
1,EN-GB,YES,YES,YES,YES,YES,3.5,13.676,15.733,5,5d56b5fd6f2dc200196aea33,1.763,1.938,3.5,2,0,0,10.249,0,30,Male,UK,,Yes,,Hull,Network Engineer,7,0.962,17.537,18.319,10,F1,1,CH19,19,D,BILL,35.358,71.146,9,7,"Bill is very violent, and has injured two team mates recently. He has elected himself captain of the team even though nobody wanted him to be. He thinks he's the best player in the team. He also gets invited to team parties, because nobody wants to make him angry."
1,EN-GB,YES,YES,YES,YES,YES,12.241,47.901,50.632,8,5cb5d51535d2fe0019651c59,7.132,8.016,12.838,2,20.3,20.3,23.852,1,26,Female,UK,,Yes,,manchester,stay at home mum,6,2.404,79.353,81.272,12,F2,2,CH19,19,D,BILL,45.865,102.943,8,6,"bill is a violent footballer he has injured two players already. He made himself captain and no one will tell him he cant. Everybody still invites him to the parties because they are scared he will kick off, he is not that good of a footballer. "
1,EN-GB,YES,YES,YES,YES,YES,5.568,22.132,23.212,13,5cb36e80e1f6b2001a9e30a0,2.253,9.453,10.405,4,5.467,5.467,6.825,1,44,Female,UK,,Yes,,worcester,teacher,6,1.678,29.014,29.764,14,F3,3,CH19,19,D,BILL,6.476,63.287,5,3,Bill is not that good a football player but he kicks off a lot.  He has made himself captain and is always invited to parties because of the concern he will kick off otherwise.
1,EN-GB,YES,YES,YES,YES,YES,1.361,17.044,18.168,20,58e52aa56112f70001f47096,1.163,63.222,64.272,2,0.851,8.1,8.401,8,28,Female,UK,,Yes,,London,Psychologist,5,0.848,19.997,20.486,19,F4,4,CH19,19,D,BILL,6.058,64.17,3,2,"Bill isn't good at football but he kicks off a lot. He's invited to parties because people are worried he'll kick off if he isn't 
"
2,EN-GB,YES,YES,YES,YES,YES,3.5,13.676,15.733,5,5d56b5fd6f2dc200196aea33,1.763,1.938,3.5,2,0,0,10.249,0,30,Male,UK,,Yes,,Hull,Network Engineer,7,0.962,17.537,18.319,10,F1,1,CH19,19,D,JAMES,21.808,61.376,7,5,"James is an average player, he is modest about his ability. He is fairly unpopular within the team, but his closest friends still invite him to parties. He wanted to be captain but only got 2 of the votes. "
2,EN-GB,YES,YES,YES,YES,YES,12.241,47.901,50.632,8,5cb5d51535d2fe0019651c59,7.132,8.016,12.838,2,20.3,20.3,23.852,1,26,Female,UK,,Yes,,manchester,stay at home mum,6,2.404,79.353,81.272,12,F2,2,CH19,19,D,JAMES,9.001,98.627,4,3,"James is not that popular with the team, he is not that accurate when it comes to his football skills. he only has about two friends on the team who invite him to parties."
2,EN-GB,YES,YES,YES,YES,YES,5.568,22.132,23.212,13,5cb36e80e1f6b2001a9e30a0,2.253,9.453,10.405,4,5.467,5.467,6.825,1,44,Female,UK,,Yes,,worcester,teacher,6,1.678,29.014,29.764,14,F3,3,CH19,19,D,JAMES,3.496,62.043,2,1,James is that good at football either.  He sometimes doesn't get picked for the time.  He has 2 friends and isn't always invited to parties.
2,EN-GB,YES,YES,YES,YES,YES,1.361,17.044,18.168,20,58e52aa56112f70001f47096,1.163,63.222,64.272,2,0.851,8.1,8.401,8,28,Female,UK,,Yes,,London,Psychologist,5,0.848,19.997,20.486,19,F4,4,CH19,19,D,JAMES,6.178,62.148,1,1,James isn't good at football either. He has 2 friends and doesn't get invited to parties 
3,EN-GB,YES,YES,YES,YES,YES,3.5,13.676,15.733,5,5d56b5fd6f2dc200196aea33,1.763,1.938,3.5,2,0,0,10.249,0,30,Male,UK,,Yes,,Hull,Network Engineer,7,0.962,17.537,18.319,10,F1,1,CH19,19,D,JOHN,17.89,76.748,7,6,"John is regarded as the best player in the team, and scored the most goals last season. He got the most votes for the captaincy, and is very popular within the team. All the team members try to copy him, however he is modest about his ability."
3,EN-GB,YES,YES,YES,YES,YES,12.241,47.901,50.632,8,5cb5d51535d2fe0019651c59,7.132,8.016,12.838,2,20.3,20.3,23.852,1,26,Female,UK,,Yes,,manchester,stay at home mum,6,2.404,79.353,81.272,12,F2,2,CH19,19,D,JOHN,34.074,116.742,3,3,"John is the most popular, he doesn't think he is that good but all the rest of the players copy the way he plays football."
3,EN-GB,YES,YES,YES,YES,YES,5.568,22.132,23.212,13,5cb36e80e1f6b2001a9e30a0,2.253,9.453,10.405,4,5.467,5.467,6.825,1,44,Female,UK,,Yes,,worcester,teacher,6,1.678,29.014,29.764,14,F3,3,CH19,19,D,JOHN,2.838,66.703,3,2,John doesn't know whether he's good at football or not but he's invited to all the parties and other players try and copy him as much as they can.
3,EN-GB,YES,YES,YES,YES,YES,1.361,17.044,18.168,20,58e52aa56112f70001f47096,1.163,63.222,64.272,2,0.851,8.1,8.401,8,28,Female,UK,,Yes,,London,Psychologist,5,0.848,19.997,20.486,19,F4,4,CH19,19,D,JOHN,7.125,140.06,2,2,John doesn't know where he's good at football or not. He gets invited to parties and people try and copy him
1,EN-GB,YES,YES,YES,YES,YES,19.593,30.568,31.561,6,5cdecab7d0f672001aa397ff,1.915,2.247,4.606,2,0,0,9.73,0,30,Female,UK,,Yes,,Leicester,Disabled ,2,2.276,22.36,23.279,9,F1,1,CH20,20,D,BILL,18.876,110.396,9,7,Bill is angry aggressive and selp appinted himself as captain of the team. People only invite him to parties to ensure they dont receive any backlash from him. He isn't the best footballer and doesn't really respect or appreciate the thoughts of his teamates. He isn't well liked outside of the football team either. He injured other players during training. 
1,EN-GB,YES,YES,YES,YES,YES,6.4,11.142,12.916,5,5c93de86cf602b000170c25d,2.184,2.184,4.064,1,0,0,7.083,0,34,Female,UK,,Yes,,Durham,Accountant,3,2.005,20.944,21.759,7,F2,2,CH20,20,D,BILL,71.206,67.235,8,6,He is angry and aggressive.  He appointed himself as captain of the team but is not a good player.  He is not well-liked outside of the game and is only invited to parties because people are afraid of backlash.  He has injured other players in his team while playing.
1,EN-GB,YES,YES,YES,YES,YES,6.896,39.708,41.149,5,5ab14610811b2000016fa5e8,1.41,1.41,10.546,1,0,0,6.196,0,42,Female,UK,,Yes,,Portsmouth,Admin,5,3.832,47.401,48.196,11,F3,3,CH20,20,D,BILL,55.4,63.124,1,1,Bill isn't popular on the team -whether on the pitch or socially.  People don't enjoy his company & he can be angry
1,EN-GB,YES,YES,YES,YES,YES,28.468,42.363,43.437,7,5422be39fdf99b328baf8df2,7.91,10.046,11.948,2,8.168,8.168,15.441,1,40,Female,UK,,Yes,,Liverpool,Self employed sales ,6,2.235,39.591,41.627,11,F4,4,CH20,20,D,BILL,6.072,72.316,1,1,Bill isn't very popular and isn't very good at football. He doesn't socialise with others.  He gets angry. 
2,EN-GB,YES,YES,YES,YES,YES,19.593,30.568,31.561,6,5cdecab7d0f672001aa397ff,1.915,2.247,4.606,2,0,0,9.73,0,30,Female,UK,,Yes,,Leicester,Disabled ,2,2.276,22.36,23.279,9,F1,1,CH20,20,D,JAMES,18.995,107.228,8,6,"James is an average player, managing to score a few goals in each season, he did want to be captain of the team but only received two votes. Sometimes his team mates will listen to him and sometims they won't. He gets invited to parties on occasion and his closest friends always invite him because they like to hang out with him. "
2,EN-GB,YES,YES,YES,YES,YES,6.4,11.142,12.916,5,5c93de86cf602b000170c25d,2.184,2.184,4.064,1,0,0,7.083,0,34,Female,UK,,Yes,,Durham,Accountant,3,2.005,20.944,21.759,7,F2,2,CH20,20,D,JAMES,16.565,63.376,7,6,"He is an average player and scores a few goals each season.  He wanted to be captain but only got 2 votes.  Sometimes his teammates listen to him, sometimes they don't.  He gets invited to parties because his friends enjoy his company.  "
2,EN-GB,YES,YES,YES,YES,YES,6.896,39.708,41.149,5,5ab14610811b2000016fa5e8,1.41,1.41,10.546,1,0,0,6.196,0,42,Female,UK,,Yes,,Portsmouth,Admin,5,3.832,47.401,48.196,11,F3,3,CH20,20,D,JAMES,35.813,67.736,4,2,James is a player of average ability.  he had 2 votes to become captain but that wasn't enough.  He has lots of friends and is popular within the team and is invited to parties
2,EN-GB,YES,YES,YES,YES,YES,28.468,42.363,43.437,7,5422be39fdf99b328baf8df2,7.91,10.046,11.948,2,8.168,8.168,15.441,1,40,Female,UK,,Yes,,Liverpool,Self employed sales ,6,2.235,39.591,41.627,11,F4,4,CH20,20,D,JAMES,7.66,67.594,4,2,James is an okay player. He got 2 votes to be captain. He has friends and gets invited to parties. 
3,EN-GB,YES,YES,YES,YES,YES,19.593,30.568,31.561,6,5cdecab7d0f672001aa397ff,1.915,2.247,4.606,2,0,0,9.73,0,30,Female,UK,,Yes,,Leicester,Disabled ,2,2.276,22.36,23.279,9,F1,1,CH20,20,D,JOHN,16.922,129.226,11,9,"John is mr popular in the group, he was unanimously voted as the captain for the team (unsure how this works with Bill's self appointment) He scored the most goals in the season and has good skills. His team mates listen to him and respect his views and he also values them and pays attention to them. He is always invited to parties and i think its because everyone enjoys his company. "
3,EN-GB,YES,YES,YES,YES,YES,6.4,11.142,12.916,5,5c93de86cf602b000170c25d,2.184,2.184,4.064,1,0,0,7.083,0,34,Female,UK,,Yes,,Durham,Accountant,3,2.005,20.944,21.759,7,F2,2,CH20,20,D,JOHN,11.759,71.804,7,5,He is known as Mr. Popular and was unanimously voted as captain of his team.  Well-liked and very popular.  He is a good player.  He's invited to parties because people like his company.
3,EN-GB,YES,YES,YES,YES,YES,6.896,39.708,41.149,5,5ab14610811b2000016fa5e8,1.41,1.41,10.546,1,0,0,6.196,0,42,Female,UK,,Yes,,Portsmouth,Admin,5,3.832,47.401,48.196,11,F3,3,CH20,20,D,JOHN,8.633,72.396,4,3,John is popular and was voted as captain of the team.  he is a good player
3,EN-GB,YES,YES,YES,YES,YES,28.468,42.363,43.437,7,5422be39fdf99b328baf8df2,7.91,10.046,11.948,2,8.168,8.168,15.441,1,40,Female,UK,,Yes,,Liverpool,Self employed sales ,6,2.235,39.591,41.627,11,F4,4,CH20,20,D,JOHN,2.646,61.369,4,3,John got voted in to be captain of the team. He's a good player. He's popular. He socialises a lot with the other players. 
1,EN-GB,YES,YES,YES,YES,YES,4.592,19.046,19.623,16,5a2717738766a400019008f6,1.76,3.001,4.996,3,1.811,7.543,8.578,6,36,Female,UK,,Yes,,Nottingham ,HR Advisor ,3,1.333,27.568,28.766,17,F1,1,CH21,21,E,JAMES,27.876,92.296,8,7,James is not very influential. He is an average player who has only scored 2 goals. He wasn�t chosen for captain and his team don�t pay much attention to him in team meetings. He does get invited to parties because his close friends want to hang out with him 
1,EN-GB,YES,YES,YES,YES,YES,1.458,48.225,48.756,28,5c6e8560673d7600016e4eae,4.104,4.104,5.798,1,8.937,15.809,18.501,2,54,Female,UK,,Yes,,Sheffield,Teaching assistant,5,2.063,33.793,35.127,13,F2,2,CH21,21,E,JAMES,20.319,62.245,3,3,"James isn't a popular player, wasn't chosen for team captain. His close friends like to hang out with him"
1,EN-GB,YES,YES,YES,YES,YES,17.725,38.62,39.753,11,5d39f0c9d08e29001a5e42f2,2.507,2.507,4.616,1,4.983,4.983,6.032,1,59,Female,UK,,Yes,,Norwich,Houseperson,2,3.68,59.429,60.377,17,F3,3,CH21,21,E,JAMES,7.901,91.787,2,1,"liked,with friends, not captain not a great player.
"
1,EN-GB,YES,YES,YES,YES,YES,13.428,25.965,27.2,7,57ad7127e647190001267110,6.383,6.383,9.185,1,0,0,16.071,0,53,Male,UK,,Yes,,nottingham,retired,1,3.15,32.447,33.667,11,F4,4,CH21,21,E,JAMES,20.178,63.185,2,1,"He is well liked but not a very good player, he is not captain"
2,EN-GB,YES,YES,YES,YES,YES,4.592,19.046,19.623,16,5a2717738766a400019008f6,1.76,3.001,4.996,3,1.811,7.543,8.578,6,36,Female,UK,,Yes,,Nottingham ,HR Advisor ,3,1.333,27.568,28.766,17,F1,1,CH21,21,E,JOHN,13.667,80.241,9,7,John is a very good footballer and has scored lots of goals. His team unanimously voted for him to be captain. His team focus on what he says in team meetings and he is influential. He gets invited to parties because people enjoy his company 
2,EN-GB,YES,YES,YES,YES,YES,1.458,48.225,48.756,28,5c6e8560673d7600016e4eae,4.104,4.104,5.798,1,8.937,15.809,18.501,2,54,Female,UK,,Yes,,Sheffield,Teaching assistant,5,2.063,33.793,35.127,13,F2,2,CH21,21,E,JOHN,11.535,97.815,6,4,John's a popular player and scored lots of goals. He's team captain and people listen to him. He's invited to lots of parties
2,EN-GB,YES,YES,YES,YES,YES,17.725,38.62,39.753,11,5d39f0c9d08e29001a5e42f2,2.507,2.507,4.616,1,4.983,4.983,6.032,1,59,Female,UK,,Yes,,Norwich,Houseperson,2,3.68,59.429,60.377,17,F3,3,CH21,21,E,JOHN,4.847,61.69,5,3,Good player scored lots of goals he is team captain and invited out to lots of parties.
2,EN-GB,YES,YES,YES,YES,YES,13.428,25.965,27.2,7,57ad7127e647190001267110,6.383,6.383,9.185,1,0,0,16.071,0,53,Male,UK,,Yes,,nottingham,retired,1,3.15,32.447,33.667,11,F4,4,CH21,21,E,JOHN,13.852,88.378,2,1,he is team captain and very well liked
3,EN-GB,YES,YES,YES,YES,YES,4.592,19.046,19.623,16,5a2717738766a400019008f6,1.76,3.001,4.996,3,1.811,7.543,8.578,6,36,Female,UK,,Yes,,Nottingham ,HR Advisor ,3,1.333,27.568,28.766,17,F1,1,CH21,21,E,BILL,9.026,68.522,3,3,Bill is an unpopular football player because he can be violent. He has already injured players this year and has a poor attitude. He was not picked to be captain 
3,EN-GB,YES,YES,YES,YES,YES,1.458,48.225,48.756,28,5c6e8560673d7600016e4eae,4.104,4.104,5.798,1,8.937,15.809,18.501,2,54,Female,UK,,Yes,,Sheffield,Teaching assistant,5,2.063,33.793,35.127,13,F2,2,CH21,21,E,BILL,15.902,61.094,3,3,He is violent and has injured people. He's not team captain and people don't like him
3,EN-GB,YES,YES,YES,YES,YES,17.725,38.62,39.753,11,5d39f0c9d08e29001a5e42f2,2.507,2.507,4.616,1,4.983,4.983,6.032,1,59,Female,UK,,Yes,,Norwich,Houseperson,2,3.68,59.429,60.377,17,F3,3,CH21,21,E,BILL,4.8,76.907,2,2,A violent player not the captain and not well liked.
3,EN-GB,YES,YES,YES,YES,YES,13.428,25.965,27.2,7,57ad7127e647190001267110,6.383,6.383,9.185,1,0,0,16.071,0,53,Male,UK,,Yes,,nottingham,retired,1,3.15,32.447,33.667,11,F4,4,CH21,21,E,BILL,15.07,61.578,2,2,"he is violent, not team captain and not liked"
1,EN-GB,YES,YES,YES,YES,YES,8.346,72.398,74.532,22,5d14bad3e21fec000174b1b1,8.277,20.182,25.613,3,3.124,22.439,24.112,5,52,Female,UK,,Yes,,Birmingham,Travel Advisor,4,3.412,70.791,73.041,14,F1,1,CH22,22,E,JAMES,110.153,86.069,3,2,James is average player & has little emotions.. Cold.Not invited to parties. He does not score many goals & is not a team captain
1,EN-GB,YES,YES,YES,YES,YES,13.471,27.589,28.849,9,5ab905b261533800011c9827,2.053,2.462,6.19,2,0,0,8.175,0,54,Male,UK,,Yes,,Newquay,Not working due to disability,5,2.179,52.978,54.357,14,F2,2,CH22,22,E,JAMES,9.68,62.448,2,2,"An average player who does not score many goals. Emotionally cold, not liked by his team mates. Not invited to parties."
1,EN-GB,YES,YES,YES,YES,YES,25.788,47.147,48.661,13,5d559830e8add20001ccf2f8,5.788,5.788,8.859,1,10.617,10.617,17.377,1,52,Male,UK,,Yes,,Reading,Finance Controller,6,3.27,47.317,48.749,14,F3,3,CH22,22,E,JAMES,7.777,68.166,1,1,"average talent, emotionally cold, no goals, not liked by team mates or fans, not invited to parties"
1,EN-GB,YES,YES,YES,YES,YES,2.925,26.259,27.056,19,5a8d7c840f1bce0001226cbb,1.455,4.333,5.516,3,7.694,7.694,8.53,1,43,Male,UK,,Yes,,Middlesbrough ,Hgv driver ,4,2.139,23.271,24.558,11,F4,4,CH22,22,E,JAMES,12.928,107.971,1,1,"Has average talent, dies not score goals, not liked or invited to parties"
2,EN-GB,YES,YES,YES,YES,YES,8.346,72.398,74.532,22,5d14bad3e21fec000174b1b1,8.277,20.182,25.613,3,3.124,22.439,24.112,5,52,Female,UK,,Yes,,Birmingham,Travel Advisor,4,3.412,70.791,73.041,14,F1,1,CH22,22,E,JOHN,73.771,62.503,5,5,"John is admired by all & he appears to be a talented player & popular with team mates. He has also scored most of the goal for the season. People look up to him,"
2,EN-GB,YES,YES,YES,YES,YES,13.471,27.589,28.849,9,5ab905b261533800011c9827,2.053,2.462,6.19,2,0,0,8.175,0,54,Male,UK,,Yes,,Newquay,Not working due to disability,5,2.179,52.978,54.357,14,F2,2,CH22,22,E,JOHN,8.426,67.417,7,5,A talented player who scores goals. Liked and admired by his teammates.  Is a good team captain.  Gets invited to many parties.
2,EN-GB,YES,YES,YES,YES,YES,25.788,47.147,48.661,13,5d559830e8add20001ccf2f8,5.788,5.788,8.859,1,10.617,10.617,17.377,1,52,Male,UK,,Yes,,Reading,Finance Controller,6,3.27,47.317,48.749,14,F3,3,CH22,22,E,JOHN,6.327,71.863,5,4,"talented footballer, scores goals, admired by team mates and fans alike, invited to all the parties."
2,EN-GB,YES,YES,YES,YES,YES,2.925,26.259,27.056,19,5a8d7c840f1bce0001226cbb,1.455,4.333,5.516,3,7.694,7.694,8.53,1,43,Male,UK,,Yes,,Middlesbrough ,Hgv driver ,4,2.139,23.271,24.558,11,F4,4,CH22,22,E,JOHN,6.187,194.199,0,0,
3,EN-GB,YES,YES,YES,YES,YES,8.346,72.398,74.532,22,5d14bad3e21fec000174b1b1,8.277,20.182,25.613,3,3.124,22.439,24.112,5,52,Female,UK,,Yes,,Birmingham,Travel Advisor,4,3.412,70.791,73.041,14,F1,1,CH22,22,E,BILL,77.787,95.378,5,5,"Bill is possibly a good player but sounds like a brash bully who thinks of no one but himself. Team mates appear to be afraid of him, as he injurs other players by playing roughly. He gets invited to parties because people are afraid of him."
3,EN-GB,YES,YES,YES,YES,YES,13.471,27.589,28.849,9,5ab905b261533800011c9827,2.053,2.462,6.19,2,0,0,8.175,0,54,Male,UK,,Yes,,Newquay,Not working due to disability,5,2.179,52.978,54.357,14,F2,2,CH22,22,E,BILL,7.57,83.735,4,3,An averagely talented footballer but a bully.  Feared by his teammates as he is an extremely rough player. Gets invited to parties as people are afraid of him
3,EN-GB,YES,YES,YES,YES,YES,25.788,47.147,48.661,13,5d559830e8add20001ccf2f8,5.788,5.788,8.859,1,10.617,10.617,17.377,1,52,Male,UK,,Yes,,Reading,Finance Controller,6,3.27,47.317,48.749,14,F3,3,CH22,22,E,BILL,9.92,69.434,5,4,"average talent, is a bully, not liked by team mates, plays tough, invited to parties as people are scared of him"
3,EN-GB,YES,YES,YES,YES,YES,2.925,26.259,27.056,19,5a8d7c840f1bce0001226cbb,1.455,4.333,5.516,3,7.694,7.694,8.53,1,43,Male,UK,,Yes,,Middlesbrough ,Hgv driver ,4,2.139,23.271,24.558,11,F4,4,CH22,22,E,BILL,7.026,82.474,3,3,"Bill is a bully, he doesn't score goals but is invited to parties as people are scared of him. He is an average player. "
1,EN-GB,YES,YES,YES,YES,YES,13.517,22.634,23.664,5,59dd4d2b0fb3a90001bd91f8,2.318,2.318,5.907,1,0,0,7.392,0,48,Female,UK,,Yes,,London,Retired Admin,1,2.266,31.766,33.287,8,F1,1,CH23,23,E,JAMES,34.566,116.091,5,4,He is modest and scored 2 goals in the last season.  His teammates don't listen to him or invite him to their parties. He received 2 votes to be captain. He is popular with his close friends because they like to hang out with him.
1,EN-GB,YES,YES,YES,YES,YES,2.446,28.9,34.345,14,5d29e598af13cc00013f9a3c,2.035,2.035,3.591,1,6.255,12.241,12.915,3,40,Female,UK,,Yes,,Halifax,Nurse,3,1.602,25.401,26.894,12,F2,2,CH23,23,E,JAMES,16.596,66.561,3,3,"modest scored 2 goals, does not get invited to parties by team mates, has been voted twice for captain"
1,EN-GB,YES,YES,YES,YES,YES,7.558,27.087,28.297,5,5ab786890527ba0001c18177,0.776,0.776,2.625,1,0,0,12.953,0,29,Male,UK,,Yes,,Birmingham,IT professional,1,1.008,33.747,35.733,17,F3,3,CH23,23,E,JAMES,20.734,89.804,3,3,"He was modest, he didn't get invited to parties he scored 2 goals. he has been voted twice for captian"
1,EN-GB,YES,YES,YES,YES,YES,3.499,44.318,46.212,11,5bd9f7a2c9960e0001623c4d,5.688,5.688,8.425,1,0,0,14.92,0,42,Male,UK,,Yes,,Edinburgh,IT technician,7,2.141,37.619,40.229,8,F4,4,CH23,23,E,JAMES,14.585,62.54,2,2,"Not invited to parties.
Scored to goals
Nominated for captain twice"
2,EN-GB,YES,YES,YES,YES,YES,13.517,22.634,23.664,5,59dd4d2b0fb3a90001bd91f8,2.318,2.318,5.907,1,0,0,7.392,0,48,Female,UK,,Yes,,London,Retired Admin,1,2.266,31.766,33.287,8,F1,1,CH23,23,E,JOHN,30.866,111.914,10,8,He is the highest-scoring footballer and is also very popular with his teammates.  People tend to copy him.  They listen to what he says and make eye contact.  He was voted captain by everyone on his team. He gets invited to parties because people like him. He is also very modest.
2,EN-GB,YES,YES,YES,YES,YES,2.446,28.9,34.345,14,5d29e598af13cc00013f9a3c,2.035,2.035,3.591,1,6.255,12.241,12.915,3,40,Female,UK,,Yes,,Halifax,Nurse,3,1.602,25.401,26.894,12,F2,2,CH23,23,E,BILL,8.225,87.953,7,5,"The highest goal scorer, has been voted captain, he always gets invited to team parties, he is also modest, people copy him and want to be like him "
2,EN-GB,YES,YES,YES,YES,YES,7.558,27.087,28.297,5,5ab786890527ba0001c18177,0.776,0.776,2.625,1,0,0,12.953,0,29,Male,UK,,Yes,,Birmingham,IT professional,1,1.008,33.747,35.733,17,F3,3,CH23,23,E,BILL,10.301,153.719,4,4,"He was mean. He took the position of captain. he has injured teammates and they are are all scared of him. he gets invited to parties, but likely out of fear."
2,EN-GB,YES,YES,YES,YES,YES,3.499,44.318,46.212,11,5bd9f7a2c9960e0001623c4d,5.688,5.688,8.425,1,0,0,14.92,0,42,Male,UK,,Yes,,Edinburgh,IT technician,7,2.141,37.619,40.229,8,F4,4,CH23,23,E,JOHN,9.598,62.771,4,4,"Mean
Taken the role of captain
invited to parties but out of fear
He has injured his own teammates
they are scared of him"
3,EN-GB,YES,YES,YES,YES,YES,13.517,22.634,23.664,5,59dd4d2b0fb3a90001bd91f8,2.318,2.318,5.907,1,0,0,7.392,0,48,Female,UK,,Yes,,London,Retired Admin,1,2.266,31.766,33.287,8,F1,1,CH23,23,E,BILL,36.713,97.628,10,8,Bill is a violent player who injured 2 of his teammates during training.  He appointed himself captain.  His teammates listen to him but don't make eye contact.  They are scared of him so he does get invited to parties. He thinks he is the best player.
3,EN-GB,YES,YES,YES,YES,YES,2.446,28.9,34.345,14,5d29e598af13cc00013f9a3c,2.035,2.035,3.591,1,6.255,12.241,12.915,3,40,Female,UK,,Yes,,Halifax,Nurse,3,1.602,25.401,26.894,12,F2,2,CH23,23,E,BILL,7.757,106.427,8,6,"He is a violent player, he has appointed himself captain, he had injured other team mates, other team mates are scared of him  and gets invited to all the parties and team mates do not look him in the eye"
3,EN-GB,YES,YES,YES,YES,YES,7.558,27.087,28.297,5,5ab786890527ba0001c18177,0.776,0.776,2.625,1,0,0,12.953,0,29,Male,UK,,Yes,,Birmingham,IT professional,1,1.008,33.747,35.733,17,F3,3,CH23,23,E,JOHN,10.301,153.719,5,4,"Oh my, I may have got these the wrong way round. but Bill was a personable guy, who people wanted to emulate. he was the most successful football and got invited to parties"
3,EN-GB,YES,YES,YES,YES,YES,3.499,44.318,46.212,11,5bd9f7a2c9960e0001623c4d,5.688,5.688,8.425,1,0,0,14.92,0,42,Male,UK,,Yes,,Edinburgh,IT technician,7,2.141,37.619,40.229,8,F4,4,CH23,23,E,JOHN,9.598,62.771,5,4,"amiable
people want to emulate him 
invited to parties
he is the best at football"
1,EN-GB,YES,YES,YES,YES,YES,13.922,20.393,21.791,5,5d963188ed650700146ba4b6,8.603,8.603,10.277,1,2.278,2.278,11.739,1,44,Male,UK,,Yes,,London,Journalist,7,1.46,26.681,27.547,7,F1,1,CH24,24,E,JAMES,42.474,78.714,6,5,"James was an average footballer, who scored an average amount of goals. He's quite modest about his skills and so listens to other people. He tried to become captain but nobody really went for it. Nevertheless, he still gets invited to parties."
